"Year","Week","Percent of Deaths Due to Pneumonia and Influenza","Expected","Threshold","All Deaths","Pneumonia Deaths","Influenza Deaths"
2013,40,6.6179567085,6.36132,6.77011,47492,3140,3
2013,41,6.6527143582,6.45326,6.86185,47304,3135,12
2013,42,6.7791269274,6.55439,6.96279,47602,3216,11
2013,43,6.6225442969,6.66322,7.07142,47746,3151,11
2013,44,6.7306312401,6.77811,7.18613,48777,3271,12
2013,45,7.0414189093,6.89738,7.3052,48939,3429,17
2013,46,6.7497824283,7.01924,7.42687,49409,3320,15
2013,47,6.9730394628,7.1419,7.54933,49591,3430,28
2013,48,6.9347508521,7.26355,7.67079,49288,3385,33
2013,49,7.1557899709,7.38238,7.78943,50812,3594,42
2013,50,7.5682765005,7.49666,7.90351,51848,3856,68
2013,51,7.6577605237,7.60468,8.01135,52548,3917,107
2013,52,7.9859106132,7.70487,8.11134,51954,3942,207
2014,1,9.0845956041,7.79573,8.20201,53277,4490,350
2014,2,9.7914419274,7.87593,8.28201,55620,4987,459
2014,3,10.036643459,7.94428,8.35017,54580,5004,474
2014,4,9.6607192382,7.99977,8.40546,54085,4783,442
2014,5,9.2818089148,8.04157,8.44707,53955,4623,385
2014,6,8.9705414162,8.06905,8.47436,53397,4475,315
2014,7,8.6518628635,8.08179,8.48691,53815,4385,271
2014,8,7.974621025,8.07959,8.48451,52642,3989,209
2014,9,7.7969578511,8.06246,8.46718,51674,3868,161
2014,10,8.0160590111,8.03061,8.43515,52058,4048,125
2014,11,7.7903518597,7.98451,8.38885,51782,3941,93
2014,12,7.6033862022,7.92477,8.32892,51385,3833,74
2014,13,7.5897597232,7.85226,8.25622,50858,3795,65
2014,14,7.6119726497,7.768,8.17176,50749,3808,55
2014,15,7.4982189504,7.67317,8.07674,50532,3717,72
2014,16,7.2985362715,7.56914,7.97251,49736,3577,53
2014,17,7.0959052807,7.45737,7.86055,49747,3476,54
2014,18,7.1304698528,7.33946,7.74245,49590,3483,53
2014,19,7.0566960116,7.21708,7.61988,50321,3512,39
2014,20,6.7784940852,7.09198,7.49458,47931,3222,27
2014,21,6.7204411704,6.96593,7.36833,48598,3242,24
2014,22,6.5506716774,6.84072,7.24293,48163,3140,15
2014,23,6.7811518325,6.71812,7.12014,47750,3218,20
2014,24,6.7672639631,6.59988,7.00171,47715,3214,15
2014,25,6.4724442575,6.48767,6.88931,47540,3070,7
2014,26,6.3201030819,6.38307,6.78451,47341,2989,3
2014,27,6.3399661304,6.28754,6.68879,47240,2989,6
2014,28,6.3139643069,6.20243,6.60349,47292,2982,4
2014,29,6.255042677,6.12893,6.52979,47098,2939,7
2014,30,6.3367429226,6.06804,6.46871,47122,2983,3
2014,31,6.2297596727,6.02061,6.42108,46936,2919,5
2014,32,6.0296470086,5.98727,6.38755,46885,2826,1
2014,33,6.1505809716,5.96845,6.36854,46646,2864,5
2014,34,6.1611374408,5.96439,6.36428,46631,2867,6
2014,35,6.0720367297,5.97507,6.37477,46393,2812,5
2014,36,6.2616308577,6.00031,6.39981,47288,2960,1
2014,37,6.147733584,6.03967,6.43899,46814,2874,4
2014,38,6.2364425163,6.09255,6.49168,47944,2984,6
2014,39,6.24419061,6.15813,6.55706,48413,3017,6
2014,40,6.3710994851,6.23694,6.65537,48359,3075,6
2014,41,6.382849385,6.33393,6.75197,49351,3142,8
2014,42,6.2916463514,6.44181,6.85947,49224,3084,13
2014,43,6.5492211076,6.55892,6.97621,49044,3201,11
2014,44,6.4743498069,6.68349,7.10039,48947,3152,17
2014,45,6.3059349976,6.81363,7.23015,50952,3202,11
2014,46,6.4553920693,6.94736,7.3635,50361,3233,18
2014,47,6.4990756447,7.08268,7.49843,52469,3379,31
2014,48,6.6805764847,7.21754,7.63292,51762,3412,46
2014,49,7.0210707986,7.34994,7.76494,52727,3619,83
2014,50,7.3832020017,7.47788,7.8925,53554,3785,169
2014,51,8.0736699498,7.59945,8.01368,54622,4098,312
2014,52,8.5243092739,7.71283,8.12668,56028,4264,512
2014,53,10.191769741,7.81631,8.22978,59342,5034,1014
2015,1,10.811992808,7.90836,8.32144,61737,5576,1099
2015,2,10.745653489,7.98757,8.40028,61141,5589,981
2015,3,10.051511223,8.05277,8.4651,58628,5183,710
2015,4,9.5007770347,8.10296,8.5149,57269,4856,585
